-------------------------------------
Mod name, Registry name, ID, Category
Alex's Mobs, alexsmobs:mimic_octopus, 448, water_creature
Alex's Mobs, alexsmobs:mimicube, 406, monster
Alex's Mobs, alexsmobs:moose, 405, creature
Alex's Mobs, alexsmobs:mosquito_spit, 392, misc
Alex's Mobs, alexsmobs:mud_ball, 481, misc
Alex's Mobs, alexsmobs:mudskipper, 480, creature
Alex's Mobs, alexsmobs:mungus, 419, creature
Alex's Mobs, alexsmobs:murmur, 487, monster
Alex's Mobs, alexsmobs:murmur_head, 488, monster
Alex's Mobs, alexsmobs:orca, 388, water_creature
Alex's Mobs, alexsmobs:platypus, 431, creature
Alex's Mobs, alexsmobs:pollen_ball, 463, misc
Alex's Mobs, alexsmobs:potoo, 479, creature
Alex's Mobs, alexsmobs:raccoon, 407, creature
Alex's Mobs, alexsmobs:rain_frog, 478, ambient
Alex's Mobs, alexsmobs:rattlesnake, 393, creature
Alex's Mobs, alexsmobs:rhinoceros, 482, creature
Alex's Mobs, alexsmobs:roadrunner, 381, creature
Alex's Mobs, alexsmobs:rocky_roller, 461, monster
Alex's Mobs, alexsmobs:sand_shot, 422, misc
Alex's Mobs, alexsmobs:sea_bear, 473, water_creature
Alex's Mobs, alexsmobs:seagull, 449, creature
Alex's Mobs, alexsmobs:seal, 409, creature
Alex's Mobs, alexsmobs:shark_tooth_arrow, 396, misc
Alex's Mobs, alexsmobs:shoebill, 412, creature
Alex's Mobs, alexsmobs:skelewag, 477, monster
Alex's Mobs, alexsmobs:skreecher, 485, monster
Alex's Mobs, alexsmobs:skunk, 490, creature
Alex's Mobs, alexsmobs:snow_leopard, 415, creature
Alex's Mobs, alexsmobs:soul_vulture, 414, monster
Alex's Mobs, alexsmobs:spectre, 416, creature
Alex's Mobs, alexsmobs:squid_grapple, 472, misc
Alex's Mobs, alexsmobs:straddleboard, 428, misc
Alex's Mobs, alexsmobs:straddler, 426, monster
Alex's Mobs, alexsmobs:stradpole, 427, water_ambient
Alex's Mobs, alexsmobs:sugar_glider, 483, creature
Alex's Mobs, alexsmobs:sunbird, 389, creature
Alex's Mobs, alexsmobs:tarantula_hawk, 442, creature
Alex's Mobs, alexsmobs:tasmanian_devil, 433, creature
Alex's Mobs, alexsmobs:tendon_segment, 489, misc
Alex's Mobs, alexsmobs:terrapin, 466, water_ambient
Alex's Mobs, alexsmobs:tiger, 441, creature
Alex's Mobs, alexsmobs:tossed_item, 400, misc
Alex's Mobs, alexsmobs:toucan, 455, creature
Alex's Mobs, alexsmobs:tusklin, 452, creature
Alex's Mobs, alexsmobs:underminer, 486, ambient
Alex's Mobs, alexsmobs:vine_lasso, 459, misc
Alex's Mobs, alexsmobs:void_portal, 446, misc
Alex's Mobs, alexsmobs:void_worm, 443, monster
Alex's Mobs, alexsmobs:void_worm_part, 444, monster
Alex's Mobs, alexsmobs:void_worm_shot, 445, misc
Alex's Mobs, alexsmobs:warped_mosco, 424, monster
Alex's Mobs, alexsmobs:warped_toad, 404, creature
Apotheosis, apotheosis:broadhead_arrow, 377, misc
Apotheosis, apotheosis:explosive_arrow, 378, misc
Apotheosis, apotheosis:mining_arrow, 379, misc
Apotheosis, apotheosis:obsidian_arrow, 376, misc
Aquamirae, aquamirae:anglerfish, 675, water_creature
Aquamirae, aquamirae:captain_cornelia, 677, monster
Aquamirae, aquamirae:eel, 680, monster
Aquamirae, aquamirae:golden_moth, 673, ambient
Aquamirae, aquamirae:luminous_jelly, 684, water_ambient
Aquamirae, aquamirae:maw, 674, monster
Aquamirae, aquamirae:maze_mother, 676, monster
Aquamirae, aquamirae:maze_rose, 681, misc
Aquamirae, aquamirae:pillagers_patrol, 678, monster
Aquamirae, aquamirae:poisoned_chakra, 682, misc
Aquamirae, aquamirae:spinefish, 683, water_ambient
Aquamirae, aquamirae:tortured_soul, 679, monster
Ars Elemental, ars_elemental:air_mage, 872, monster
Ars Elemental, ars_elemental:curved_projectile, 882, misc
Ars Elemental, ars_elemental:earth_mage, 873, monster
Ars Elemental, ars_elemental:fire_mage, 870, monster
Ars Elemental, ars_elemental:firenando_entity, 868, creature
Ars Elemental, ars_elemental:firenando_familiar, 869, creature
Ars Elemental, ars_elemental:flash_lightning, 885, misc
Ars Elemental, ars_elemental:flashing_weald_walker, 874, creature
Ars Elemental, ars_elemental:homing_projectile, 881, misc
Ars Elemental, ars_elemental:lerp, 884, misc
Ars Elemental, ars_elemental:linger_magnet, 883, misc
Ars Elemental, ars_elemental:siren_entity, 866, water_creature
Ars Elemental, ars_elemental:siren_familiar, 867, water_creature
Ars Elemental, ars_elemental:summon_direwolf, 876, creature
Ars Elemental, ars_elemental:summon_dolphin, 878, water_creature
Ars Elemental, ars_elemental:summon_skelehorse, 875, creature
Ars Elemental, ars_elemental:summon_strider, 879, creature
Ars Elemental, ars_elemental:summon_vhex, 880, monster
Ars Elemental, ars_elemental:summon_wskeleton, 877, creature
Ars Elemental, ars_elemental:water_mage, 871, monster
Ars Nouveau, ars_nouveau:ally_vex, 598, misc
Ars Nouveau, ars_nouveau:amethyst_golem, 631, creature
Ars Nouveau, ars_nouveau:an_lightning, 615, misc
Ars Nouveau, ars_nouveau:animated_block, 638, misc
Ars Nouveau, ars_nouveau:animated_head, 639, misc
Ars Nouveau, ars_nouveau:blazing_weald_walker, 629, creature
Ars Nouveau, ars_nouveau:bookwyrm, 600, misc
Ars Nouveau, ars_nouveau:cascading_weald_walker, 627, creature
Ars Nouveau, ars_nouveau:drygmy, 617, creature
Ars Nouveau, ars_nouveau:dummy, 616, misc
Ars Nouveau, ars_nouveau:enchanted_falling_block, 633, misc
Ars Nouveau, ars_nouveau:enchanted_head_block, 635, misc
Ars Nouveau, ars_nouveau:enchanted_mage_block, 634, misc
Ars Nouveau, ars_nouveau:familiar_amethyst_golem, 625, creature
Ars Nouveau, ars_nouveau:familiar_bookwyrm, 622, creature
Ars Nouveau, ars_nouveau:familiar_drygmy, 623, creature
Ars Nouveau, ars_nouveau:familiar_starbuncle, 620, creature
Ars Nouveau, ars_nouveau:familiar_whirlisprig, 624, creature
Ars Nouveau, ars_nouveau:familiar_wixie, 621, creature
Ars Nouveau, ars_nouveau:fangs, 599, misc
Ars Nouveau, ars_nouveau:flourishing_weald_walker, 628, creature
Ars Nouveau, ars_nouveau:flying_item, 605, misc
Ars Nouveau, ars_nouveau:follow_proj, 602, misc
Ars Nouveau, ars_nouveau:gift_starby, 636, creature
Ars Nouveau, ars_nouveau:linger, 626, misc
Ars Nouveau, ars_nouveau:orbit, 618, misc
Ars Nouveau, ars_nouveau:ritual, 606, misc
Ars Nouveau, ars_nouveau:scryer_camera, 632, misc
Ars Nouveau, ars_nouveau:spell_arrow, 608, misc
Ars Nouveau, ars_nouveau:spell_proj, 597, misc
Ars Nouveau, ars_nouveau:spike, 619, misc
Ars Nouveau, ars_nouveau:starbuncle, 601, creature
Ars Nouveau, ars_nouveau:summon_horse, 611, creature
Ars Nouveau, ars_nouveau:summon_skeleton, 612, creature
Ars Nouveau, ars_nouveau:summon_wolf, 609, creature
Ars Nouveau, ars_nouveau:vexing_weald_walker, 630, creature
Ars Nouveau, ars_nouveau:wall, 637, misc
Ars Nouveau, ars_nouveau:whirlisprig, 603, creature
Ars Nouveau, ars_nouveau:wilden_boss, 614, monster
Ars Nouveau, ars_nouveau:wilden_guardian, 613, monster
Ars Nouveau, ars_nouveau:wilden_hunter, 607, monster
Ars Nouveau, ars_nouveau:wilden_stalker, 610, monster
Ars Nouveau, ars_nouveau:wixie, 604, misc
Atmospheric, atmospheric:passionfruit_seed, 814, misc
Autumnity, autumnity:falling_head_block, 736, misc
Autumnity, autumnity:snail, 733, creature
Autumnity, autumnity:turkey, 734, creature
Autumnity, autumnity:turkey_egg, 735, misc
Blueprint, blueprint:boat, 693, misc
Blueprint, blueprint:chest_boat, 694, misc
Blueprint, blueprint:falling_block, 695, misc
Born in Chaos , born_in_chaos_v1:baby_skeleton, 515, monster
Born in Chaos , born_in_chaos_v1:baby_skeleton_2, 516, monster
Born in Chaos , born_in_chaos_v1:baby_skeleton_minion, 543, monster
Born in Chaos , born_in_chaos_v1:barrel_zombie, 517, monster
Born in Chaos , born_in_chaos_v1:bone_imp, 528, monster
Born in Chaos , born_in_chaos_v1:bone_imp_2, 529, monster
Born in Chaos , born_in_chaos_v1:bone_imp_minion, 546, monster
Born in Chaos , born_in_chaos_v1:bonescaller, 526, monster
Born in Chaos , born_in_chaos_v1:bonescaller_not_despawn, 502, monster
Born in Chaos , born_in_chaos_v1:controlled_baby_skeleton, 544, monster
Born in Chaos , born_in_chaos_v1:dark_vortex, 531, monster
Born in Chaos , born_in_chaos_v1:decaying_zombie, 514, monster
Born in Chaos , born_in_chaos_v1:decaying_zombie_not_despawn, 500, monster
Born in Chaos , born_in_chaos_v1:decrepit_skeleton, 512, monster
Born in Chaos , born_in_chaos_v1:diamond_termite, 525, monster
Born in Chaos , born_in_chaos_v1:door_knight, 519, monster
Born in Chaos , born_in_chaos_v1:door_knight_not_despawn, 501, monster
Born in Chaos , born_in_chaos_v1:dread_hound, 533, monster
Born in Chaos , born_in_chaos_v1:dread_hound_not_despawn, 505, monster
Born in Chaos , born_in_chaos_v1:fallen_chaos_knight, 534, monster
Born in Chaos , born_in_chaos_v1:felsteed, 550, monster
Born in Chaos , born_in_chaos_v1:firelight, 524, monster
Born in Chaos , born_in_chaos_v1:firelight_not_despawn, 506, monster
Born in Chaos , born_in_chaos_v1:mr_pumpkin, 539, monster
Born in Chaos , born_in_chaos_v1:mr_pumpkin_controlled, 549, monster
Born in Chaos , born_in_chaos_v1:nightmare_stalker, 530, monster
Born in Chaos , born_in_chaos_v1:phantom_creeper, 518, monster
Born in Chaos , born_in_chaos_v1:phantom_creeper_copy, 545, monster
Born in Chaos , born_in_chaos_v1:projectile_intoxicatind_bomb, 511, misc
Born in Chaos , born_in_chaos_v1:projectile_pumpkin_staff, 510, misc
Born in Chaos , born_in_chaos_v1:projectile_pumpkin_staff_2, 542, misc
Born in Chaos , born_in_chaos_v1:projectile_staffof_blindness, 508, misc
Born in Chaos , born_in_chaos_v1:projectile_staffof_magic_arrows, 509, misc
Born in Chaos , born_in_chaos_v1:projectile_staffof_magic_arrows_2, 541, misc
Born in Chaos , born_in_chaos_v1:pumpkin_spirit, 522, monster
Born in Chaos , born_in_chaos_v1:pumpkinhead, 553, monster
Born in Chaos , born_in_chaos_v1:restless_spirit, 520, monster
Born in Chaos , born_in_chaos_v1:riding_felsteed, 554, monster
Born in Chaos , born_in_chaos_v1:scarlet_persecutor, 535, monster
Born in Chaos , born_in_chaos_v1:seared_spirit, 523, monster
Born in Chaos , born_in_chaos_v1:shy_spirit, 536, monster
Born in Chaos , born_in_chaos_v1:sir_pumpkinhead, 540, monster
Born in Chaos , born_in_chaos_v1:sir_pumpkinhead_without_horse, 551, monster
Born in Chaos , born_in_chaos_v1:sir_the_headless, 552, monster
Born in Chaos , born_in_chaos_v1:skeleton_demoman, 513, monster
Born in Chaos , born_in_chaos_v1:skeleton_thrasher, 521, monster
Born in Chaos , born_in_chaos_v1:skeleton_thrasher_not_despawn, 504, monster
Born in Chaos , born_in_chaos_v1:spirit_guide, 537, monster
Born in Chaos , born_in_chaos_v1:spirit_guide_assistant, 548, monster
Born in Chaos , born_in_chaos_v1:supreme_bonescaller, 527, monster
Born in Chaos , born_in_chaos_v1:supreme_bonescaller_not_despawn, 503, monster
Born in Chaos , born_in_chaos_v1:supreme_bonescaller_stage_2, 547, monster
Born in Chaos , born_in_chaos_v1:wither_scuttler, 532, monster
Born in Chaos , born_in_chaos_v1:zombie_clown, 538, monster
Born in Chaos , born_in_chaos_v1:zombie_clown_not_despawn, 507, monster
Botania, botania:babylon_weapon, 173, misc
Botania, botania:corporea_spark, 167, misc
Botania, botania:doppleganger, 161, monster
Botania, botania:ender_air, 175, misc
Botania, botania:ender_air_bottle, 168, misc
Botania, botania:falling_star, 174, misc
Botania, botania:flame_ring, 159, misc
Botania, botania:magic_landmine, 162, misc
Botania, botania:magic_missile, 165, misc
Botania, botania:mana_burst, 157, misc
Botania, botania:mana_storm, 172, misc
Botania, botania:pink_wither, 170, misc
Botania, botania:pixie, 158, misc
Botania, botania:player_mover, 171, misc
Botania, botania:pool_minecart, 169, misc
Botania, botania:spark, 163, misc
Botania, botania:thorn_chakram, 166, misc
Botania, botania:thrown_item, 164, misc
Botania, botania:vine_ball, 160, misc
Buzzier Bees, buzzier_bees:grizzly_bear, 737, creature
Buzzier Bees, buzzier_bees:moobloom, 738, creature
Cataclysm Mod, cataclysm:ashen_breath, 586, misc
Cataclysm Mod, cataclysm:blazing_bone, 579, misc
Cataclysm Mod, cataclysm:charge_watcher, 587, misc
Cataclysm Mod, cataclysm:cm_falling_block, 581, misc
Cataclysm Mod, cataclysm:death_laser_beam, 589, misc
Cataclysm Mod, cataclysm:ender_golem, 566, monster
Cataclysm Mod, cataclysm:ender_guardian, 567, monster
Cataclysm Mod, cataclysm:ender_guardian_bullet, 572, misc
Cataclysm Mod, cataclysm:endermaptera, 574, monster
Cataclysm Mod, cataclysm:eye_of_dungeon, 595, misc
Cataclysm Mod, cataclysm:flame_strike, 585, misc
Cataclysm Mod, cataclysm:ignis, 571, monster
Cataclysm Mod, cataclysm:ignis_abyss_fireball, 583, misc
Cataclysm Mod, cataclysm:ignis_fireball, 582, misc
Cataclysm Mod, cataclysm:ignited_revenant, 575, monster
Cataclysm Mod, cataclysm:laser_beam, 590, misc
Cataclysm Mod, cataclysm:lava_bomb, 569, misc
Cataclysm Mod, cataclysm:nameless_sorcerer, 570, monster
Cataclysm Mod, cataclysm:netherite_monstrosity, 568, monster
Cataclysm Mod, cataclysm:screen_shake, 580, misc
Cataclysm Mod, cataclysm:the_harbinger, 576, monster
Cataclysm Mod, cataclysm:void_howitzer, 594, misc
Cataclysm Mod, cataclysm:void_rune, 573, misc
Cataclysm Mod, cataclysm:void_scatter_arrow, 577, misc
Cataclysm Mod, cataclysm:void_shard, 578, misc
Cataclysm Mod, cataclysm:void_vortex, 596, misc
Cataclysm Mod, cataclysm:wall_watcher, 588, misc
Cataclysm Mod, cataclysm:wither_homing_missile, 592, misc
Cataclysm Mod, cataclysm:wither_howitzer, 593, misc
Cataclysm Mod, cataclysm:wither_missile, 591, misc
Cataclysm Mod, cataclysm:wither_smoke_effect, 584, misc
CoFH Core, cofh_core:electric_arc, 258, misc
CoFH Core, cofh_core:electric_field, 259, misc
CoFH Core, cofh_core:knife, 257, misc
Create, create:carriage_contraption, 690, misc
Create, create:contraption, 687, misc
Create, create:crafting_blueprint, 686, misc
Create, create:gantry_contraption, 689, misc
Create, create:potato_projectile, 691, misc
Create, create:seat, 692, misc
Create, create:stationary_contraption, 688, misc
Create, create:super_glue, 685, misc
Create Big Cannons, createbigcannons:ap_autocannon, 239, misc
Create Big Cannons, createbigcannons:ap_shell, 230, misc
Create Big Cannons, createbigcannons:ap_shot, 228, misc
Create Big Cannons, createbigcannons:bag_of_grapeshot, 232, misc
Create Big Cannons, createbigcannons:cannon_carriage, 225, misc
Create Big Cannons, createbigcannons:flak_autocannon, 240, misc
Create Big Cannons, createbigcannons:fluid_blob, 238, misc
Create Big Cannons, createbigcannons:fluid_shell, 231, misc
Create Big Cannons, createbigcannons:grapeshot, 237, misc
Create Big Cannons, createbigcannons:he_shell, 226, misc
Create Big Cannons, createbigcannons:mortar_stone, 233, misc
Create Big Cannons, createbigcannons:pitch_contraption, 234, misc
Create Big Cannons, createbigcannons:shot, 235, misc
Create Big Cannons, createbigcannons:shrapnel, 236, misc
Create Big Cannons, createbigcannons:shrapnel_shell, 227, misc
Create Big Cannons, createbigcannons:traffic_cone, 229, misc
Create Enchantment Industry, create_enchantment_industry:hyper_experience_bottle, 903, misc
Create Enchantment Industry, create_enchantment_industry:hyper_experience_orb, 902, misc
Creatures and Beasts, cnb:cactem, 561, creature
Creatures and Beasts, cnb:cindershell, 563, creature
Creatures and Beasts, cnb:end_whale, 560, creature
Creatures and Beasts, cnb:lilytad, 557, creature
Creatures and Beasts, cnb:little_grebe, 555, creature
Creatures and Beasts, cnb:lizard, 556, creature
Creatures and Beasts, cnb:lizard_egg, 564, misc
Creatures and Beasts, cnb:minipad, 559, creature
Creatures and Beasts, cnb:sporeling, 558, creature
Creatures and Beasts, cnb:thrown_cactem_spear, 565, misc
Creatures and Beasts, cnb:yeti, 562, creature
Creeper Overhaul, creeperoverhaul:badlands_creeper, 889, monster
Creeper Overhaul, creeperoverhaul:bamboo_creeper, 887, monster
Creeper Overhaul, creeperoverhaul:beach_creeper, 898, monster
Creeper Overhaul, creeperoverhaul:cave_creeper, 895, monster
Creeper Overhaul, creeperoverhaul:dark_oak_creeper, 896, monster
Creeper Overhaul, creeperoverhaul:desert_creeper, 888, monster
Creeper Overhaul, creeperoverhaul:dripstone_creeper, 894, monster
Creeper Overhaul, creeperoverhaul:hills_creeper, 890, monster
Creeper Overhaul, creeperoverhaul:jungle_creeper, 886, monster
Creeper Overhaul, creeperoverhaul:mushroom_creeper, 892, creature
Creeper Overhaul, creeperoverhaul:ocean_creeper, 900, monster
Creeper Overhaul, creeperoverhaul:savannah_creeper, 891, monster
Creeper Overhaul, creeperoverhaul:snowy_creeper, 899, monster
Creeper Overhaul, creeperoverhaul:spruce_creeper, 897, monster
Creeper Overhaul, creeperoverhaul:swamp_creeper, 893, monster
Critters and Companions, crittersandcompanions:dragonfly, 664, ambient
Critters and Companions, crittersandcompanions:dumbo_octopus, 665, water_ambient
Critters and Companions, crittersandcompanions:ferret, 666, creature
Critters and Companions, crittersandcompanions:koi_fish, 667, water_ambient
Critters and Companions, crittersandcompanions:leaf_insect, 668, creature
Critters and Companions, crittersandcompanions:otter, 669, water_creature
Critters and Companions, crittersandcompanions:red_panda, 670, creature
Critters and Companions, crittersandcompanions:sea_bunny, 671, water_ambient
Darker Depths, darkerdepths:glowshroom_monster, 179, monster
Darker Depths, darkerdepths:petrified_boat, 177, misc
Darker Depths, darkerdepths:petrified_chest_boat, 178, misc
Deeper and Darker, deeperdarker:boat, 649, misc
Deeper and Darker, deeperdarker:chest_boat, 650, misc
Deeper and Darker, deeperdarker:sculk_centipede, 651, monster
Deeper and Darker, deeperdarker:sculk_leech, 646, monster
Deeper and Darker, deeperdarker:sculk_snapper, 647, monster
Deeper and Darker, deeperdarker:shattered, 645, monster
Deeper and Darker, deeperdarker:shriek_worm, 648, monster
Deeper and Darker, deeperdarker:stalker, 652, monster
Ecologics, ecologics:boat, 317, misc
Ecologics, ecologics:camel, 316, creature
Ecologics, ecologics:chest_boat, 318, misc
Ecologics, ecologics:coconut_crab, 315, creature
Ecologics, ecologics:penguin, 319, creature
Ecologics, ecologics:squirrel, 320, creature
Engineer's Decor, engineersdecor:et_chair, 901, misc
Enigmatic Legacy, enigmaticlegacy:enigmatic_potion_entity, 641, misc
Enigmatic Legacy, enigmaticlegacy:permanent_item_entity, 640, misc
Enigmatic Legacy, enigmaticlegacy:ultimate_wither_skull_entity, 642, misc
Environmental, environmental:deer, 698, creature
Environmental, environmental:duck, 697, creature
Environmental, environmental:duck_egg, 704, misc
Environmental, environmental:fennec_fox, 702, creature
Environmental, environmental:koi, 701, water_ambient
Environmental, environmental:mud_ball, 705, misc
Environmental, environmental:slabfish, 696, creature
Environmental, environmental:tapir, 703, creature
Environmental, environmental:yak, 700, creature
Environmental, environmental:zombie_deer, 699, creature
Fairy Lights, fairylights:fastener, 176, misc
Farmer's Delight, farmersdelight:rotten_tomato, 498, misc
Gateways To Eternity, gateways:gateway, 144, misc
Goblin Traders, goblintraders:goblin_trader, 255, creature
Goblin Traders, goblintraders:vein_goblin_trader, 256, creature
Handcrafted, handcrafted:fancy_painting, 145, misc
Handcrafted, handcrafted:seat, 146, misc
Hex Casting, hexcasting:wall_scroll, 740, misc
Hexal, hexal:wisp/projectile, 659, misc
Hexal, hexal:wisp/ticking, 660, misc
Hexal, hexal:wisp/wandering, 658, misc
Illage And Spillage, illageandspillage:absorber, 207, monster
Illage And Spillage, illageandspillage:axe, 219, monster
Illage And Spillage, illageandspillage:boss_randomizer, 195, monster
Illage And Spillage, illageandspillage:camera_shake, 205, misc
Illage And Spillage, illageandspillage:crashager, 194, monster
Illage And Spillage, illageandspillage:crocofang, 204, monster
Illage And Spillage, illageandspillage:dark_potion, 220, misc
Illage And Spillage, illageandspillage:devastator, 206, monster
Illage And Spillage, illageandspillage:dispenser, 192, monster
Illage And Spillage, illageandspillage:faker, 191, monster
Illage And Spillage, illageandspillage:freakager, 210, monster
Illage And Spillage, illageandspillage:hay_armor, 209, misc
Illage And Spillage, illageandspillage:igniter, 189, monster
Illage And Spillage, illageandspillage:igniter_fireball, 200, misc
Illage And Spillage, illageandspillage:illager_soul, 199, monster
Illage And Spillage, illageandspillage:illashooter, 193, monster
Illage And Spillage, illageandspillage:imp, 201, creature
Illage And Spillage, illageandspillage:kaboomer, 217, monster
Illage And Spillage, illageandspillage:magi_arrow, 215, misc
Illage And Spillage, illageandspillage:magi_fireball, 214, misc
Illage And Spillage, illageandspillage:magi_heal, 216, monster
Illage And Spillage, illageandspillage:magispeller, 190, monster
Illage And Spillage, illageandspillage:mob_spirit, 198, monster
Illage And Spillage, illageandspillage:old_magispeller, 213, monster
Illage And Spillage, illageandspillage:preserver, 208, monster
Illage And Spillage, illageandspillage:pumpkin_bomb, 218, monster
Illage And Spillage, illageandspillage:ragno, 211, monster
Illage And Spillage, illageandspillage:scythe, 221, monster
Illage And Spillage, illageandspillage:skull_bomb, 212, monster
Illage And Spillage, illageandspillage:soul_beam, 203, misc
Illage And Spillage, illageandspillage:spirit_hand, 202, creature
Illage And Spillage, illageandspillage:spiritcaller, 197, monster
Illage And Spillage, illageandspillage:trick_or_treat, 222, monster
Illage And Spillage, illageandspillage:twittollager, 196, monster
Illage And Spillage, illageandspillage:villager_soul, 224, monster
Illage And Spillage, illageandspillage:web, 223, monster
Immersive Aircraft, immersive_aircraft:airship, 906, misc
Immersive Aircraft, immersive_aircraft:biplane, 905, misc
Immersive Aircraft, immersive_aircraft:gyrodyne, 904, misc
Immersive Aircraft, immersive_aircraft:quadrocopter, 907, misc
Immersive Engineering, immersiveengineering:bulwark, 757, monster
Immersive Engineering, immersiveengineering:cart_metalbarrel, 753, misc
Immersive Engineering, immersiveengineering:cart_reinforcedcrate, 751, misc
Immersive Engineering, immersiveengineering:cart_woodenbarrel, 752, misc
Immersive Engineering, immersiveengineering:cart_woodencrate, 750, misc
Immersive Engineering, immersiveengineering:chemthrower_shot, 741, misc
Immersive Engineering, immersiveengineering:commando, 756, monster
Immersive Engineering, immersiveengineering:explosive, 743, misc
Immersive Engineering, immersiveengineering:fluorescent_tube, 742, misc
Immersive Engineering, immersiveengineering:fusilier, 755, monster
Immersive Engineering, immersiveengineering:railgun_shot, 744, misc
Immersive Engineering, immersiveengineering:revolver_shot, 745, misc
Immersive Engineering, immersiveengineering:revolver_shot_flare, 746, misc
Immersive Engineering, immersiveengineering:revolver_shot_homing, 747, misc
Immersive Engineering, immersiveengineering:revolver_shot_wolfpack, 749, misc
Immersive Engineering, immersiveengineering:sawblade, 754, misc
Immersive Engineering, immersiveengineering:skyline_hook, 748, misc
InsaneLib, insanelib:area_effect_cloud_3d, 375, misc
Items To Mobs, items_to_mobs:cauldron_ride, 369, creature
Items To Mobs, items_to_mobs:dragon_breath, 371, monster
Items To Mobs, items_to_mobs:fire_fox, 372, monster
Items To Mobs, items_to_mobs:furnace_golem, 368, monster
Items To Mobs, items_to_mobs:quartz_crab, 373, monster
Items To Mobs, items_to_mobs:redstone_bug, 374, monster
Items To Mobs, items_to_mobs:shears_ant, 370, monster
Items To Mobs, items_to_mobs:totem_undying, 367, creature
Items To Mobs, items_to_mobs:totem_undying_spawn, 366, creature
Labels, labels:label, 758, misc
Lootr, lootr:lootr_minecart, 321, misc
Majrusz's Progressive Difficulty, majruszsdifficulty:black_widow, 122, monster
Majrusz's Progressive Difficulty, majruszsdifficulty:cerberus, 121, monster
Majrusz's Progressive Difficulty, majruszsdifficulty:creeperling, 118, monster
